s,f,a,add,del,temp,a_str,start,final
2,72,620,2,0,1,(+2  3)(*3),1|1,1*2*3|3
2,74,635,1,0,1,(+4)(*3),1|1,1*4|3
2,75,638,2,0,1,(+2  4)(*3),1|1,2*4|3
2,76,637,2,1,1,(+2  4)(-1)(*3),1|1,1*2*4|3
2,78,644,2,0,1,(+3  4)(*3),1|1,1*3*4|3
2,82,689,1,0,1,(+5)(*3),1|1,1*5|3
2,86,698,2,0,1,(+3  5)(*3),1|1,1*3*5|3
2,90,716,2,0,1,(+4  5)(*3),1|1,1*4*5|3
2,98,851,0,0,1,(*4),1|1,1|4
2,100,854,1,0,1,(+2)(*4),1|1,1*2|4
2,102,860,1,0,1,(+3)(*4),1|1,1*3|4
2,104,863,2,0,1,(+2  3)(*4),1|1,1*2*3|4
2,106,878,1,0,1,(+4)(*4),1|1,1*4|4
2,108,881,2,0,1,(+2  4)(*4),1|1,1*2*4|4
2,110,887,2,0,1,(+3  4)(*4),1|1,1*3*4|4
2,114,932,1,0,1,(+5)(*4),1|1,1*5|4
2,118,941,2,0,1,(+3  5)(*4),1|1,1*3*5|4
2,122,959,2,0,1,(+4  5)(*4),1|1,1*4*5|4
2,130,1094,0,0,1,(*5),1|1,1|5
2,132,1097,1,0,1,(+2)(*5),1|1,1*2|5
2,134,1103,1,0,1,(+3)(*5),1|1,1*3|5
2,136,1106,2,0,1,(+2  3)(*5),1|1,1*2*3|5
2,138,1121,1,0,1,(+4)(*5),1|1,1*4|5
2,140,1124,2,0,1,(+2  4)(*5),1|1,1*2*4|5
2,142,1130,2,0,1,(+3  4)(*5),1|1,1*3*4|5
2,146,1175,1,0,1,(+5)(*5),1|1,1*5|5
2,150,1184,2,0,1,(+3  5)(*5),1|1,1*3*5|5
2,154,1202,2,0,1,(+4  5)(*5),1|1,1*4*5|5
3,2,120,1,1,0,(+1)(-2),2|1,1|1
3,4,123,1,0,0,(+1),2|1,1*2|1
3,5,128,1,1,0,(+3)(-2),2|1,3|1
3,6,129,2,1,0,(+1  3)(-2),2|1,1*3|1
3,7,131,1,0,0,(+3),2|1,2*3|1
3,8,132,2,0,0,(+1  3),2|1,1*2*3|1
3,9,146,1,1,0,(+4)(-2),2|1,4|1
3,10,147,2,1,0,(+1  4)(-2),2|1,1*4|1
3,11,149,1,0,0,(+4),2|1,2*4|1
3,12,150,2,0,0,(+1  4),2|1,1*2*4|1
3,13,155,2,1,0,(+3  4)(-2),2|1,3*4|1
3,15,158,2,0,0,(+3  4),2|1,2*3*4|1
3,17,200,1,1,0,(+5)(-2),2|1,5|1
3,18,201,2,1,0,(+1  5)(-2),2|1,1*5|1
3,19,203,1,0,0,(+5),2|1,2*5|1
3,20,204,2,0,0,(+1  5),2|1,1*2*5|1
3,21,209,2,1,0,(+3  5)(-2),2|1,3*5|1
3,23,212,2,0,0,(+3  5),2|1,2*3*5|1
3,25,227,2,1,0,(+4  5)(-2),2|1,4*5|1
3,27,230,2,0,0,(+4  5),2|1,2*4*5|1
3,34,366,1,0,1,(+1)(*2),2|1,1|2
3,35,365,0,0,1,(*2),2|1,2|2
3,37,374,1,0,1,(+3)(*2),2|1,3|2
3,41,392,1,0,1,(+4)(*2),2|1,4|2
3,45,401,2,0,1,(+3  4)(*2),2|1,3*4|2
3,49,443,1,1,1,(+5)(-2)(*2),2|1,5|2
3,51,446,1,0,1,(+5)(*2),2|1,2*5|2
3,66,606,1,1,1,(+1)(-2)(*3),2|1,1|3
3,67,608,0,0,1,(*3),2|1,2|3
3,68,609,1,0,1,(+1)(*3),2|1,1*2|3
3,69,614,1,1,1,(+3)(-2)(*3),2|1,3|3
3,70,615,2,1,1,(+1  3)(-2)(*3),2|1,1*3|3
3,71,617,1,0,1,(+3)(*3),2|1,2*3|3
3,72,618,2,0,1,(+1  3)(*3),2|1,1*2*3|3
3,73,632,1,1,1,(+4)(-2)(*3),2|1,4|3
3,74,633,2,1,1,(+1  4)(-2)(*3),2|1,1*4|3
3,75,635,1,0,1,(+4)(*3),2|1,2*4|3
3,76,636,2,0,1,(+1  4)(*3),2|1,1*2*4|3
3,77,641,2,1,1,(+3  4)(-2)(*3),2|1,3*4|3
3,79,644,2,0,1,(+3  4)(*3),2|1,2*3*4|3
3,81,686,1,1,1,(+5)(-2)(*3),2|1,5|3
3,82,690,2,0,1,(+1  5)(*3),2|1,1*5|3
3,83,689,1,0,1,(+5)(*3),2|1,2*5|3
3,85,695,2,1,1,(+3  5)(-2)(*3),2|1,3*5|3
3,87,698,2,0,1,(+3  5)(*3),2|1,2*3*5|3
3,89,716,2,0,1,(+4  5)(*3),2|1,4*5|3
3,98,849,1,1,1,(+1)(-2)(*4),2|1,1|4
3,99,851,0,0,1,(*4),2|1,2|4
3,100,852,1,0,1,(+1)(*4),2|1,1*2|4
3,101,857,1,1,1,(+3)(-2)(*4),2|1,3|4
3,102,858,2,1,1,(+1  3)(-2)(*4),2|1,1*3|4
3,103,860,1,0,1,(+3)(*4),2|1,2*3|4
3,104,861,2,0,1,(+1  3)(*4),2|1,1*2*3|4
3,105,875,1,1,1,(+4)(-2)(*4),2|1,4|4
3,106,876,2,1,1,(+1  4)(-2)(*4),2|1,1*4|4
3,107,878,1,0,1,(+4)(*4),2|1,2*4|4
3,108,879,2,0,1,(+1  4)(*4),2|1,1*2*4|4
3,109,884,2,1,1,(+3  4)(-2)(*4),2|1,3*4|4
3,111,887,2,0,1,(+3  4)(*4),2|1,2*3*4|4
3,113,932,1,0,1,(+5)(*4),2|1,5|4
3,114,930,2,1,1,(+1  5)(-2)(*4),2|1,1*5|4
3,117,941,2,0,1,(+3  5)(*4),2|1,3*5|4
3,121,956,2,1,1,(+4  5)(-2)(*4),2|1,4*5|4
3,130,1092,1,1,1,(+1)(-2)(*5),2|1,1|5
3,131,1094,0,0,1,(*5),2|1,2|5
3,132,1095,1,0,1,(+1)(*5),2|1,1*2|5
3,133,1100,1,1,1,(+3)(-2)(*5),2|1,3|5
3,134,1101,2,1,1,(+1  3)(-2)(*5),2|1,1*3|5
3,135,1103,1,0,1,(+3)(*5),2|1,2*3|5
3,136,1104,2,0,1,(+1  3)(*5),2|1,1*2*3|5
3,137,1118,1,1,1,(+4)(-2)(*5),2|1,4|5
3,138,1119,2,1,1,(+1  4)(-2)(*5),2|1,1*4|5
3,139,1121,1,0,1,(+4)(*5),2|1,2*4|5
3,140,1122,2,0,1,(+1  4)(*5),2|1,1*2*4|5
3,141,1127,2,1,1,(+3  4)(-2)(*5),2|1,3*4|5
3,143,1130,2,0,1,(+3  4)(*5),2|1,2*3*4|5
3,145,1172,1,1,1,(+5)(-2)(*5),2|1,5|5
3,146,1173,2,1,1,(+1  5)(-2)(*5),2|1,1*5|5
3,147,1175,1,0,1,(+5)(*5),2|1,2*5|5
3,149,1181,2,1,1,(+3  5)(-2)(*5),2|1,3*5|5
3,151,1184,2,0,1,(+3  5)(*5),2|1,2*3*5|5
3,153,1199,2,1,1,(+4  5)(-2)(*5),2|1,4*5|5
4,2,119,0,1,0,(-2),1*2|1,1|1
4,6,128,1,1,0,(+3)(-2),1*2|1,1*3|1
4,8,131,1,0,0,(+3),1*2|1,1*2*3|1
4,10,146,1,1,0,(+4)(-2),1*2|1,1*4|1
4,12,149,1,0,0,(+4),1*2|1,1*2*4|1
4,14,155,2,1,0,(+3  4)(-2),1*2|1,1*3*4|1
4,16,158,2,0,0,(+3  4),1*2|1,1*2*3*4|1
4,18,200,1,1,0,(+5)(-2),1*2|1,1*5|1
4,20,203,1,0,0,(+5),1*2|1,1*2*5|1
4,22,209,2,1,0,(+3  5)(-2),1*2|1,1*3*5|1
4,24,212,2,0,0,(+3  5),1*2|1,1*2*3*5|1
4,26,227,2,1,0,(+4  5)(-2),1*2|1,1*4*5|1
4,28,230,2,0,0,(+4  5),1*2|1,1*2*4*5|1
4,34,365,0,0,1,(*2),1*2|1,1|2
4,37,374,1,0,1,(+3)(*2),1*2|1,3|2
4,41,392,1,0,1,(+4)(*2),1*2|1,4|2
4,45,401,2,0,1,(+3  4)(*2),1*2|1,3*4|2
4,66,605,0,1,1,(-2)(*3),1*2|1,1|3
4,68,608,0,0,1,(*3),1*2|1,1*2|3
4,70,614,1,1,1,(+3)(-2)(*3),1*2|1,1*3|3
4,72,617,1,0,1,(+3)(*3),1*2|1,1*2*3|3
4,74,632,1,1,1,(+4)(-2)(*3),1*2|1,1*4|3
4,75,638,2,0,1,(+2  4)(*3),1*2|1,2*4|3
4,76,635,1,0,1,(+4)(*3),1*2|1,1*2*4|3
4,78,641,2,1,1,(+3  4)(-2)(*3),1*2|1,1*3*4|3
4,80,644,2,0,1,(+3  4)(*3),1*2|1,1*2*3*4|3
4,82,689,1,0,1,(+5)(*3),1*2|1,1*5|3
4,86,698,2,0,1,(+3  5)(*3),1*2|1,1*3*5|3
4,90,716,2,0,1,(+4  5)(*3),1*2|1,1*4*5|3
4,98,848,0,1,1,(-2)(*4),1*2|1,1|4
4,100,851,0,0,1,(*4),1*2|1,1*2|4
4,102,857,1,1,1,(+3)(-2)(*4),1*2|1,1*3|4
4,104,860,1,0,1,(+3)(*4),1*2|1,1*2*3|4
4,106,875,1,1,1,(+4)(-2)(*4),1*2|1,1*4|4
4,108,878,1,0,1,(+4)(*4),1*2|1,1*2*4|4
4,110,884,2,1,1,(+3  4)(-2)(*4),1*2|1,1*3*4|4
4,112,887,2,0,1,(+3  4)(*4),1*2|1,1*2*3*4|4
4,114,932,1,0,1,(+5)(*4),1*2|1,1*5|4
4,118,941,2,0,1,(+3  5)(*4),1*2|1,1*3*5|4
4,122,959,2,0,1,(+4  5)(*4),1*2|1,1*4*5|4
4,130,1091,0,1,1,(-2)(*5),1*2|1,1|5
4,132,1094,0,0,1,(*5),1*2|1,1*2|5
4,134,1100,1,1,1,(+3)(-2)(*5),1*2|1,1*3|5
4,136,1103,1,0,1,(+3)(*5),1*2|1,1*2*3|5
4,138,1118,1,1,1,(+4)(-2)(*5),1*2|1,1*4|5
4,140,1121,1,0,1,(+4)(*5),1*2|1,1*2*4|5
4,142,1127,2,1,1,(+3  4)(-2)(*5),1*2|1,1*3*4|5
4,144,1130,2,0,1,(+3  4)(*5),1*2|1,1*2*3*4|5
4,146,1172,1,1,1,(+5)(-2)(*5),1*2|1,1*5|5
4,148,1175,1,0,1,(+5)(*5),1*2|1,1*2*5|5
4,150,1181,2,1,1,(+3  5)(-2)(*5),1*2|1,1*3*5|5
4,152,1184,2,0,1,(+3  5)(*5),1*2|1,1*2*3*5|5
4,154,1199,2,1,1,(+4  5)(-2)(*5),1*2|1,1*4*5|5
5,2,114,1,1,0,(+1)(-3),3|1,1|1
5,3,116,1,1,0,(+2)(-3),3|1,2|1
5,4,117,2,1,0,(+1  2)(-3),3|1,1*2|1
5,6,123,1,0,0,(+1),3|1,1*3|1
5,7,125,1,0,0,(+2),3|1,2*3|1
5,8,126,2,0,0,(+1  2),3|1,1*2*3|1
5,9,140,1,1,0,(+4)(-3),3|1,4|1
5,10,141,2,1,0,(+1  4)(-3),3|1,1*4|1
5,11,143,2,1,0,(+2  4)(-3),3|1,2*4|1
5,13,149,1,0,0,(+4),3|1,3*4|1
5,14,150,2,0,0,(+1  4),3|1,1*3*4|1
5,15,152,2,0,0,(+2  4),3|1,2*3*4|1
5,17,194,1,1,0,(+5)(-3),3|1,5|1
5,18,195,2,1,0,(+1  5)(-3),3|1,1*5|1
5,19,197,2,1,0,(+2  5)(-3),3|1,2*5|1
5,21,203,1,0,0,(+5),3|1,3*5|1
5,22,204,2,0,0,(+1  5),3|1,1*3*5|1
5,23,206,2,0,0,(+2  5),3|1,2*3*5|1
5,25,221,2,1,0,(+4  5)(-3),3|1,4*5|1
5,29,230,2,0,0,(+4  5),3|1,3*4*5|1
5,34,357,1,1,1,(+1)(-3)(*2),3|1,1|2
5,35,359,1,1,1,(+2)(-3)(*2),3|1,2|2
5,37,365,0,0,1,(*2),3|1,3|2
5,41,383,1,1,1,(+4)(-3)(*2),3|1,4|2
5,45,392,1,0,1,(+4)(*2),3|1,3*4|2
5,49,437,1,1,1,(+5)(-3)(*2),3|1,5|2
5,51,440,2,1,1,(+2  5)(-3)(*2),3|1,2*5|2
5,66,600,1,1,1,(+1)(-3)(*3),3|1,1|3
5,67,602,1,1,1,(+2)(-3)(*3),3|1,2|3
5,68,603,2,1,1,(+1  2)(-3)(*3),3|1,1*2|3
5,69,608,0,0,1,(*3),3|1,3|3
5,70,609,1,0,1,(+1)(*3),3|1,1*3|3
5,71,611,1,0,1,(+2)(*3),3|1,2*3|3
5,72,612,2,0,1,(+1  2)(*3),3|1,1*2*3|3
5,73,626,1,1,1,(+4)(-3)(*3),3|1,4|3
5,74,627,2,1,1,(+1  4)(-3)(*3),3|1,1*4|3
5,75,629,2,1,1,(+2  4)(-3)(*3),3|1,2*4|3
5,77,635,1,0,1,(+4)(*3),3|1,3*4|3
5,78,636,2,0,1,(+1  4)(*3),3|1,1*3*4|3
5,79,638,2,0,1,(+2  4)(*3),3|1,2*3*4|3
5,81,680,1,1,1,(+5)(-3)(*3),3|1,5|3
5,82,681,2,1,1,(+1  5)(-3)(*3),3|1,1*5|3
5,83,683,2,1,1,(+2  5)(-3)(*3),3|1,2*5|3
5,85,689,1,0,1,(+5)(*3),3|1,3*5|3
5,86,690,2,0,1,(+1  5)(*3),3|1,1*3*5|3
5,87,692,2,0,1,(+2  5)(*3),3|1,2*3*5|3
5,89,707,2,1,1,(+4  5)(-3)(*3),3|1,4*5|3
5,93,716,2,0,1,(+4  5)(*3),3|1,3*4*5|3
5,98,843,1,1,1,(+1)(-3)(*4),3|1,1|4
5,99,845,1,1,1,(+2)(-3)(*4),3|1,2|4
5,100,846,2,1,1,(+1  2)(-3)(*4),3|1,1*2|4
5,101,851,0,0,1,(*4),3|1,3|4
5,102,852,1,0,1,(+1)(*4),3|1,1*3|4
5,103,854,1,0,1,(+2)(*4),3|1,2*3|4
5,104,855,2,0,1,(+1  2)(*4),3|1,1*2*3|4
5,105,869,1,1,1,(+4)(-3)(*4),3|1,4|4
5,106,870,2,1,1,(+1  4)(-3)(*4),3|1,1*4|4
5,107,872,2,1,1,(+2  4)(-3)(*4),3|1,2*4|4
5,109,878,1,0,1,(+4)(*4),3|1,3*4|4
5,110,879,2,0,1,(+1  4)(*4),3|1,1*3*4|4
5,111,881,2,0,1,(+2  4)(*4),3|1,2*3*4|4
5,113,923,1,1,1,(+5)(-3)(*4),3|1,5|4
5,114,924,2,1,1,(+1  5)(-3)(*4),3|1,1*5|4
5,117,932,1,0,1,(+5)(*4),3|1,3*5|4
5,118,933,2,0,1,(+1  5)(*4),3|1,1*3*5|4
5,121,950,2,1,1,(+4  5)(-3)(*4),3|1,4*5|4
5,125,959,2,0,1,(+4  5)(*4),3|1,3*4*5|4
5,130,1086,1,1,1,(+1)(-3)(*5),3|1,1|5
5,131,1088,1,1,1,(+2)(-3)(*5),3|1,2|5
5,132,1089,2,1,1,(+1  2)(-3)(*5),3|1,1*2|5
5,133,1094,0,0,1,(*5),3|1,3|5
5,134,1095,1,0,1,(+1)(*5),3|1,1*3|5
5,135,1097,1,0,1,(+2)(*5),3|1,2*3|5
5,136,1098,2,0,1,(+1  2)(*5),3|1,1*2*3|5
5,137,1112,1,1,1,(+4)(-3)(*5),3|1,4|5
5,138,1113,2,1,1,(+1  4)(-3)(*5),3|1,1*4|5
5,139,1115,2,1,1,(+2  4)(-3)(*5),3|1,2*4|5
5,141,1121,1,0,1,(+4)(*5),3|1,3*4|5
5,142,1122,2,0,1,(+1  4)(*5),3|1,1*3*4|5
5,143,1124,2,0,1,(+2  4)(*5),3|1,2*3*4|5
5,145,1166,1,1,1,(+5)(-3)(*5),3|1,5|5
5,146,1167,2,1,1,(+1  5)(-3)(*5),3|1,1*5|5
5,149,1175,1,0,1,(+5)(*5),3|1,3*5|5
5,150,1176,2,0,1,(+1  5)(*5),3|1,1*3*5|5
5,151,1178,2,0,1,(+2  5)(*5),3|1,2*3*5|5
5,153,1193,2,1,1,(+4  5)(-3)(*5),3|1,4*5|5
5,157,1202,2,0,1,(+4  5)(*5),3|1,3*4*5|5
6,2,113,0,1,0,(-3),1*3|1,1|1
6,4,116,1,1,0,(+2)(-3),1*3|1,1*2|1
6,8,125,1,0,0,(+2),1*3|1,1*2*3|1
6,10,140,1,1,0,(+4)(-3),1*3|1,1*4|1
6,12,143,2,1,0,(+2  4)(-3),1*3|1,1*2*4|1
6,14,149,1,0,0,(+4),1*3|1,1*3*4|1
6,16,152,2,0,0,(+2  4),1*3|1,1*2*3*4|1
6,18,194,1,1,0,(+5)(-3),1*3|1,1*5|1
6,20,197,2,1,0,(+2  5)(-3),1*3|1,1*2*5|1
6,22,203,1,0,0,(+5),1*3|1,1*3*5|1
6,24,206,2,0,0,(+2  5),1*3|1,1*2*3*5|1
6,26,221,2,1,0,(+4  5)(-3),1*3|1,1*4*5|1
6,30,230,2,0,0,(+4  5),1*3|1,1*3*4*5|1
6,34,356,0,1,1,(-3)(*2),1*3|1,1|2
6,37,365,0,0,1,(*2),1*3|1,3|2
6,41,383,1,1,1,(+4)(-3)(*2),1*3|1,4|2
6,45,392,1,0,1,(+4)(*2),1*3|1,3*4|2
6,66,599,0,1,1,(-3)(*3),1*3|1,1|3
6,68,602,1,1,1,(+2)(-3)(*3),1*3|1,1*2|3
6,70,608,0,0,1,(*3),1*3|1,1*3|3
6,72,611,1,0,1,(+2)(*3),1*3|1,1*2*3|3
6,74,626,1,1,1,(+4)(-3)(*3),1*3|1,1*4|3
6,75,628,2,2,1,(+2  4)(-1  3)(*3),1*3|1,2*4|3
6,76,629,2,1,1,(+2  4)(-3)(*3),1*3|1,1*2*4|3
6,78,635,1,0,1,(+4)(*3),1*3|1,1*3*4|3
6,80,638,2,0,1,(+2  4)(*3),1*3|1,1*2*3*4|3
6,82,680,1,1,1,(+5)(-3)(*3),1*3|1,1*5|3
6,86,689,1,0,1,(+5)(*3),1*3|1,1*3*5|3
6,90,707,2,1,1,(+4  5)(-3)(*3),1*3|1,1*4*5|3
6,94,716,2,0,1,(+4  5)(*3),1*3|1,1*3*4*5|3
6,98,842,0,1,1,(-3)(*4),1*3|1,1|4
6,100,845,1,1,1,(+2)(-3)(*4),1*3|1,1*2|4
6,102,851,0,0,1,(*4),1*3|1,1*3|4
6,104,854,1,0,1,(+2)(*4),1*3|1,1*2*3|4
6,106,869,1,1,1,(+4)(-3)(*4),1*3|1,1*4|4
6,108,872,2,1,1,(+2  4)(-3)(*4),1*3|1,1*2*4|4
6,110,878,1,0,1,(+4)(*4),1*3|1,1*3*4|4
6,112,881,2,0,1,(+2  4)(*4),1*3|1,1*2*3*4|4
6,114,923,1,1,1,(+5)(-3)(*4),1*3|1,1*5|4
6,118,932,1,0,1,(+5)(*4),1*3|1,1*3*5|4
6,122,950,2,1,1,(+4  5)(-3)(*4),1*3|1,1*4*5|4
6,126,959,2,0,1,(+4  5)(*4),1*3|1,1*3*4*5|4
6,130,1085,0,1,1,(-3)(*5),1*3|1,1|5
6,132,1088,1,1,1,(+2)(-3)(*5),1*3|1,1*2|5
6,134,1094,0,0,1,(*5),1*3|1,1*3|5
6,136,1097,1,0,1,(+2)(*5),1*3|1,1*2*3|5
6,138,1112,1,1,1,(+4)(-3)(*5),1*3|1,1*4|5
6,140,1115,2,1,1,(+2  4)(-3)(*5),1*3|1,1*2*4|5
6,142,1121,1,0,1,(+4)(*5),1*3|1,1*3*4|5
6,144,1124,2,0,1,(+2  4)(*5),1*3|1,1*2*3*4|5
6,146,1166,1,1,1,(+5)(-3)(*5),1*3|1,1*5|5
6,150,1175,1,0,1,(+5)(*5),1*3|1,1*3*5|5
6,152,1177,2,1,1,(+2  5)(-1)(*5),1*3|1,1*2*3*5|5
6,154,1193,2,1,1,(+4  5)(-3)(*5),1*3|1,1*4*5|5
6,157,1202,2,0,1,(+4  5)(*5),1*3|1,3*4*5|5
7,2,111,1,2,0,(+1)(-2  3),2*3|1,1|1
7,3,113,0,1,0,(-3),2*3|1,2|1
7,4,114,1,1,0,(+1)(-3),2*3|1,1*2|1
7,5,119,0,1,0,(-2),2*3|1,3|1
7,6,120,1,1,0,(+1)(-2),2*3|1,1*3|1
7,8,123,1,0,0,(+1),2*3|1,1*2*3|1
7,9,137,1,2,0,(+4)(-2  3),2*3|1,4|1
7,10,138,2,2,0,(+1  4)(-2  3),2*3|1,1*4|1
7,11,140,1,1,0,(+4)(-3),2*3|1,2*4|1
7,12,141,2,1,0,(+1  4)(-3),2*3|1,1*2*4|1
7,13,146,1,1,0,(+4)(-2),2*3|1,3*4|1
7,14,147,2,1,0,(+1  4)(-2),2*3|1,1*3*4|1
7,15,149,1,0,0,(+4),2*3|1,2*3*4|1
7,16,150,2,0,0,(+1  4),2*3|1,1*2*3*4|1
7,17,191,1,2,0,(+5)(-2  3),2*3|1,5|1
7,18,192,2,2,0,(+1  5)(-2  3),2*3|1,1*5|1
7,19,194,1,1,0,(+5)(-3),2*3|1,2*5|1
7,20,195,2,1,0,(+1  5)(-3),2*3|1,1*2*5|1
7,21,200,1,1,0,(+5)(-2),2*3|1,3*5|1
7,22,201,2,1,0,(+1  5)(-2),2*3|1,1*3*5|1
7,23,203,1,0,0,(+5),2*3|1,2*3*5|1
7,24,204,2,0,0,(+1  5),2*3|1,1*2*3*5|1
7,25,218,2,2,0,(+4  5)(-2  3),2*3|1,4*5|1
7,27,221,2,1,0,(+4  5)(-3),2*3|1,2*4*5|1
7,29,227,2,1,0,(+4  5)(-2),2*3|1,3*4*5|1
7,31,230,2,0,0,(+4  5),2*3|1,2*3*4*5|1
7,34,357,1,1,1,(+1)(-3)(*2),2*3|1,1|2
7,35,356,0,1,1,(-3)(*2),2*3|1,2|2
7,37,365,0,0,1,(*2),2*3|1,3|2
7,41,383,1,1,1,(+4)(-3)(*2),2*3|1,4|2
7,45,392,1,0,1,(+4)(*2),2*3|1,3*4|2
7,49,434,1,2,1,(+5)(-2  3)(*2),2*3|1,5|2
7,51,437,1,1,1,(+5)(-3)(*2),2*3|1,2*5|2
7,66,597,1,2,1,(+1)(-2  3)(*3),2*3|1,1|3
7,67,599,0,1,1,(-3)(*3),2*3|1,2|3
7,68,600,1,1,1,(+1)(-3)(*3),2*3|1,1*2|3
7,69,605,0,1,1,(-2)(*3),2*3|1,3|3
7,70,606,1,1,1,(+1)(-2)(*3),2*3|1,1*3|3
7,71,608,0,0,1,(*3),2*3|1,2*3|3
7,72,609,1,0,1,(+1)(*3),2*3|1,1*2*3|3
7,73,623,1,2,1,(+4)(-2  3)(*3),2*3|1,4|3
7,74,624,2,2,1,(+1  4)(-2  3)(*3),2*3|1,1*4|3
7,75,626,1,1,1,(+4)(-3)(*3),2*3|1,2*4|3
7,77,632,1,1,1,(+4)(-2)(*3),2*3|1,3*4|3
7,78,633,2,1,1,(+1  4)(-2)(*3),2*3|1,1*3*4|3
7,79,635,1,0,1,(+4)(*3),2*3|1,2*3*4|3
7,80,636,2,0,1,(+1  4)(*3),2*3|1,1*2*3*4|3
