s,f,a,add,del,temp,a_str,start,final
3,15,158,2,0,0,(+3  4),2|1,2*3*4|1
3,19,203,1,0,0,(+5),2|1,2*5|1
3,20,204,2,0,0,(+1  5),2|1,1*2*5|1
3,23,212,2,0,0,(+3  5),2|1,2*3*5|1
3,27,230,2,0,0,(+4  5),2|1,2*4*5|1
3,35,365,0,0,1,(*2),2|1,2|2
3,36,366,1,0,1,(+1)(*2),2|1,1*2|2
3,39,374,1,0,1,(+3)(*2),2|1,2*3|2
3,40,375,2,0,1,(+1  3)(*2),2|1,1*2*3|2
3,43,392,1,0,1,(+4)(*2),2|1,2*4|2
3,44,393,2,0,1,(+1  4)(*2),2|1,1*2*4|2
3,47,401,2,0,1,(+3  4)(*2),2|1,2*3*4|2
3,50,447,2,0,1,(+1  5)(*2),2|1,1*5|2
3,51,446,1,0,1,(+5)(*2),2|1,2*5|2
3,55,455,2,0,1,(+3  5)(*2),2|1,2*3*5|2
3,57,473,2,0,1,(+4  5)(*2),2|1,4*5|2
3,67,608,0,0,1,(*3),2|1,2|3
3,68,609,1,0,1,(+1)(*3),2|1,1*2|3
3,71,617,1,0,1,(+3)(*3),2|1,2*3|3
3,72,618,2,0,1,(+1  3)(*3),2|1,1*2*3|3
3,75,635,1,0,1,(+4)(*3),2|1,2*4|3
3,76,636,2,0,1,(+1  4)(*3),2|1,1*2*4|3
3,79,644,2,0,1,(+3  4)(*3),2|1,2*3*4|3
3,84,690,2,0,1,(+1  5)(*3),2|1,1*2*5|3
3,87,698,2,0,1,(+3  5)(*3),2|1,2*3*5|3
3,91,716,2,0,1,(+4  5)(*3),2|1,2*4*5|3
4,8,131,1,0,0,(+3),1*2|1,1*2*3|1
4,12,149,1,0,0,(+4),1*2|1,1*2*4|1
4,16,158,2,0,0,(+3  4),1*2|1,1*2*3*4|1
4,20,203,1,0,0,(+5),1*2|1,1*2*5|1
4,24,212,2,0,0,(+3  5),1*2|1,1*2*3*5|1
4,28,230,2,0,0,(+4  5),1*2|1,1*2*4*5|1
4,36,365,0,0,1,(*2),1*2|1,1*2|2
4,40,374,1,0,1,(+3)(*2),1*2|1,1*2*3|2
4,44,392,1,0,1,(+4)(*2),1*2|1,1*2*4|2
4,48,401,2,0,1,(+3  4)(*2),1*2|1,1*2*3*4|2
4,50,446,1,0,1,(+5)(*2),1*2|1,1*5|2
4,54,455,2,0,1,(+3  5)(*2),1*2|1,1*3*5|2
4,58,473,2,0,1,(+4  5)(*2),1*2|1,1*4*5|2
4,68,608,0,0,1,(*3),1*2|1,1*2|3
4,72,617,1,0,1,(+3)(*3),1*2|1,1*2*3|3
4,76,635,1,0,1,(+4)(*3),1*2|1,1*2*4|3
4,80,644,2,0,1,(+3  4)(*3),1*2|1,1*2*3*4|3
4,84,689,1,0,1,(+5)(*3),1*2|1,1*2*5|3
4,88,698,2,0,1,(+3  5)(*3),1*2|1,1*2*3*5|3
4,90,716,2,0,1,(+4  5)(*3),1*2|1,1*4*5|3
5,6,123,1,0,0,(+1),3|1,1*3|1
5,7,125,1,0,0,(+2),3|1,2*3|1
5,8,126,2,0,0,(+1  2),3|1,1*2*3|1
5,13,149,1,0,0,(+4),3|1,3*4|1
5,14,150,2,0,0,(+1  4),3|1,1*3*4|1
5,15,152,2,0,0,(+2  4),3|1,2*3*4|1
5,21,203,1,0,0,(+5),3|1,3*5|1
5,22,204,2,0,0,(+1  5),3|1,1*3*5|1
5,23,206,2,0,0,(+2  5),3|1,2*3*5|1
5,29,230,2,0,0,(+4  5),3|1,3*4*5|1
5,37,365,0,0,1,(*2),3|1,3|2
5,38,366,1,0,1,(+1)(*2),3|1,1*3|2
5,39,368,1,0,1,(+2)(*2),3|1,2*3|2
5,40,369,2,0,1,(+1  2)(*2),3|1,1*2*3|2
5,45,392,1,0,1,(+4)(*2),3|1,3*4|2
5,46,393,2,0,1,(+1  4)(*2),3|1,1*3*4|2
5,47,395,2,0,1,(+2  4)(*2),3|1,2*3*4|2
5,53,446,1,0,1,(+5)(*2),3|1,3*5|2
5,54,447,2,0,1,(+1  5)(*2),3|1,1*3*5|2
5,55,449,2,0,1,(+2  5)(*2),3|1,2*3*5|2
5,61,473,2,0,1,(+4  5)(*2),3|1,3*4*5|2
5,69,608,0,0,1,(*3),3|1,3|3
5,70,609,1,0,1,(+1)(*3),3|1,1*3|3
5,71,611,1,0,1,(+2)(*3),3|1,2*3|3
5,72,612,2,0,1,(+1  2)(*3),3|1,1*2*3|3
5,77,635,1,0,1,(+4)(*3),3|1,3*4|3
5,78,636,2,0,1,(+1  4)(*3),3|1,1*3*4|3
5,79,638,2,0,1,(+2  4)(*3),3|1,2*3*4|3
5,85,689,1,0,1,(+5)(*3),3|1,3*5|3
5,86,690,2,0,1,(+1  5)(*3),3|1,1*3*5|3
5,87,692,2,0,1,(+2  5)(*3),3|1,2*3*5|3
5,93,716,2,0,1,(+4  5)(*3),3|1,3*4*5|3
6,8,125,1,0,0,(+2),1*3|1,1*2*3|1
6,14,149,1,0,0,(+4),1*3|1,1*3*4|1
6,16,152,2,0,0,(+2  4),1*3|1,1*2*3*4|1
6,22,203,1,0,0,(+5),1*3|1,1*3*5|1
6,24,206,2,0,0,(+2  5),1*3|1,1*2*3*5|1
6,30,230,2,0,0,(+4  5),1*3|1,1*3*4*5|1
6,38,365,0,0,1,(*2),1*3|1,1*3|2
6,40,368,1,0,1,(+2)(*2),1*3|1,1*2*3|2
6,46,392,1,0,1,(+4)(*2),1*3|1,1*3*4|2
6,48,395,2,0,1,(+2  4)(*2),1*3|1,1*2*3*4|2
6,54,446,1,0,1,(+5)(*2),1*3|1,1*3*5|2
6,62,473,2,0,1,(+4  5)(*2),1*3|1,1*3*4*5|2
6,70,608,0,0,1,(*3),1*3|1,1*3|3
6,72,611,1,0,1,(+2)(*3),1*3|1,1*2*3|3
6,78,635,1,0,1,(+4)(*3),1*3|1,1*3*4|3
6,80,638,2,0,1,(+2  4)(*3),1*3|1,1*2*3*4|3
6,86,689,1,0,1,(+5)(*3),1*3|1,1*3*5|3
6,88,692,2,0,1,(+2  5)(*3),1*3|1,1*2*3*5|3
6,93,716,2,0,1,(+4  5)(*3),1*3|1,3*4*5|3
7,8,123,1,0,0,(+1),2*3|1,1*2*3|1
7,15,149,1,0,0,(+4),2*3|1,2*3*4|1
7,16,150,2,0,0,(+1  4),2*3|1,1*2*3*4|1
7,23,203,1,0,0,(+5),2*3|1,2*3*5|1
7,24,204,2,0,0,(+1  5),2*3|1,1*2*3*5|1
7,31,230,2,0,0,(+4  5),2*3|1,2*3*4*5|1
7,39,365,0,0,1,(*2),2*3|1,2*3|2
7,40,366,1,0,1,(+1)(*2),2*3|1,1*2*3|2
7,47,392,1,0,1,(+4)(*2),2*3|1,2*3*4|2
7,48,393,2,0,1,(+1  4)(*2),2*3|1,1*2*3*4|2
7,54,447,2,0,1,(+1  5)(*2),2*3|1,1*3*5|2
7,55,446,1,0,1,(+5)(*2),2*3|1,2*3*5|2
7,61,473,2,0,1,(+4  5)(*2),2*3|1,3*4*5|2
7,71,608,0,0,1,(*3),2*3|1,2*3|3
7,72,609,1,0,1,(+1)(*3),2*3|1,1*2*3|3
7,79,635,1,0,1,(+4)(*3),2*3|1,2*3*4|3
7,80,636,2,0,1,(+1  4)(*3),2*3|1,1*2*3*4|3
7,87,689,1,0,1,(+5)(*3),2*3|1,2*3*5|3
7,88,690,2,0,1,(+1  5)(*3),2*3|1,1*2*3*5|3
7,93,716,2,0,1,(+4  5)(*3),2*3|1,3*4*5|3
8,16,149,1,0,0,(+4),1*2*3|1,1*2*3*4|1
8,24,203,1,0,0,(+5),1*2*3|1,1*2*3*5|1
8,32,230,2,0,0,(+4  5),1*2*3|1,1*2*3*4*5|1
8,40,365,0,0,1,(*2),1*2*3|1,1*2*3|2
8,48,392,1,0,1,(+4)(*2),1*2*3|1,1*2*3*4|2
8,54,446,1,0,1,(+5)(*2),1*2*3|1,1*3*5|2
8,62,473,2,0,1,(+4  5)(*2),1*2*3|1,1*3*4*5|2
8,72,608,0,0,1,(*3),1*2*3|1,1*2*3|3
8,80,635,1,0,1,(+4)(*3),1*2*3|1,1*2*3*4|3
8,88,689,1,0,1,(+5)(*3),1*2*3|1,1*2*3*5|3
8,93,716,2,0,1,(+4  5)(*3),1*2*3|1,3*4*5|3
9,10,123,1,0,0,(+1),4|1,1*4|1
9,11,125,1,0,0,(+2),4|1,2*4|1
9,12,126,2,0,0,(+1  2),4|1,1*2*4|1
9,13,131,1,0,0,(+3),4|1,3*4|1
9,14,132,2,0,0,(+1  3),4|1,1*3*4|1
9,15,134,2,0,0,(+2  3),4|1,2*3*4|1
9,25,203,1,0,0,(+5),4|1,4*5|1
9,26,204,2,0,0,(+1  5),4|1,1*4*5|1
9,27,206,2,0,0,(+2  5),4|1,2*4*5|1
9,29,212,2,0,0,(+3  5),4|1,3*4*5|1
9,41,365,0,0,1,(*2),4|1,4|2
9,42,366,1,0,1,(+1)(*2),4|1,1*4|2
9,43,368,1,0,1,(+2)(*2),4|1,2*4|2
9,44,369,2,0,1,(+1  2)(*2),4|1,1*2*4|2
9,45,374,1,0,1,(+3)(*2),4|1,3*4|2
9,46,375,2,0,1,(+1  3)(*2),4|1,1*3*4|2
9,47,377,2,0,1,(+2  3)(*2),4|1,2*3*4|2
9,57,446,1,0,1,(+5)(*2),4|1,4*5|2
9,58,447,2,0,1,(+1  5)(*2),4|1,1*4*5|2
9,61,455,2,0,1,(+3  5)(*2),4|1,3*4*5|2
9,73,608,0,0,1,(*3),4|1,4|3
9,74,609,1,0,1,(+1)(*3),4|1,1*4|3
9,75,611,1,0,1,(+2)(*3),4|1,2*4|3
9,76,612,2,0,1,(+1  2)(*3),4|1,1*2*4|3
9,77,617,1,0,1,(+3)(*3),4|1,3*4|3
9,78,618,2,0,1,(+1  3)(*3),4|1,1*3*4|3
9,79,620,2,0,1,(+2  3)(*3),4|1,2*3*4|3
9,89,689,1,0,1,(+5)(*3),4|1,4*5|3
9,90,690,2,0,1,(+1  5)(*3),4|1,1*4*5|3
9,91,692,2,0,1,(+2  5)(*3),4|1,2*4*5|3
9,93,698,2,0,1,(+3  5)(*3),4|1,3*4*5|3
10,12,125,1,0,0,(+2),1*4|1,1*2*4|1
10,14,131,1,0,0,(+3),1*4|1,1*3*4|1
10,16,134,2,0,0,(+2  3),1*4|1,1*2*3*4|1
10,26,203,1,0,0,(+5),1*4|1,1*4*5|1
10,28,206,2,0,0,(+2  5),1*4|1,1*2*4*5|1
10,30,212,2,0,0,(+3  5),1*4|1,1*3*4*5|1
10,42,365,0,0,1,(*2),1*4|1,1*4|2
10,44,368,1,0,1,(+2)(*2),1*4|1,1*2*4|2
10,46,374,1,0,1,(+3)(*2),1*4|1,1*3*4|2
10,48,377,2,0,1,(+2  3)(*2),1*4|1,1*2*3*4|2
10,58,446,1,0,1,(+5)(*2),1*4|1,1*4*5|2
10,62,455,2,0,1,(+3  5)(*2),1*4|1,1*3*4*5|2
10,74,608,0,0,1,(*3),1*4|1,1*4|3
10,76,611,1,0,1,(+2)(*3),1*4|1,1*2*4|3
10,78,617,1,0,1,(+3)(*3),1*4|1,1*3*4|3
10,80,620,2,0,1,(+2  3)(*3),1*4|1,1*2*3*4|3
10,90,689,1,0,1,(+5)(*3),1*4|1,1*4*5|3
10,93,698,2,0,1,(+3  5)(*3),1*4|1,3*4*5|3
11,12,123,1,0,0,(+1),2*4|1,1*2*4|1
11,15,131,1,0,0,(+3),2*4|1,2*3*4|1
11,16,132,2,0,0,(+1  3),2*4|1,1*2*3*4|1
11,27,203,1,0,0,(+5),2*4|1,2*4*5|1
11,28,204,2,0,0,(+1  5),2*4|1,1*2*4*5|1
11,31,212,2,0,0,(+3  5),2*4|1,2*3*4*5|1
11,43,365,0,0,1,(*2),2*4|1,2*4|2
11,44,366,1,0,1,(+1)(*2),2*4|1,1*2*4|2
11,47,374,1,0,1,(+3)(*2),2*4|1,2*3*4|2
11,48,375,2,0,1,(+1  3)(*2),2*4|1,1*2*3*4|2
11,57,446,1,0,1,(+5)(*2),2*4|1,4*5|2
11,58,447,2,0,1,(+1  5)(*2),2*4|1,1*4*5|2
11,61,455,2,0,1,(+3  5)(*2),2*4|1,3*4*5|2
11,75,608,0,0,1,(*3),2*4|1,2*4|3
11,76,609,1,0,1,(+1)(*3),2*4|1,1*2*4|3
11,79,617,1,0,1,(+3)(*3),2*4|1,2*3*4|3
11,80,618,2,0,1,(+1  3)(*3),2*4|1,1*2*3*4|3
11,91,689,1,0,1,(+5)(*3),2*4|1,2*4*5|3
12,16,131,1,0,0,(+3),1*2*4|1,1*2*3*4|1
12,28,203,1,0,0,(+5),1*2*4|1,1*2*4*5|1
12,32,212,2,0,0,(+3  5),1*2*4|1,1*2*3*4*5|1
12,44,365,0,0,1,(*2),1*2*4|1,1*2*4|2
12,48,374,1,0,1,(+3)(*2),1*2*4|1,1*2*3*4|2
12,58,446,1,0,1,(+5)(*2),1*2*4|1,1*4*5|2
12,62,455,2,0,1,(+3  5)(*2),1*2*4|1,1*3*4*5|2
12,76,608,0,0,1,(*3),1*2*4|1,1*2*4|3
12,80,617,1,0,1,(+3)(*3),1*2*4|1,1*2*3*4|3
12,90,689,1,0,1,(+5)(*3),1*2*4|1,1*4*5|3
12,93,698,2,0,1,(+3  5)(*3),1*2*4|1,3*4*5|3
13,14,123,1,0,0,(+1),3*4|1,1*3*4|1
13,15,125,1,0,0,(+2),3*4|1,2*3*4|1
13,16,126,2,0,0,(+1  2),3*4|1,1*2*3*4|1
13,29,203,1,0,0,(+5),3*4|1,3*4*5|1
13,30,204,2,0,0,(+1  5),3*4|1,1*3*4*5|1
13,31,206,2,0,0,(+2  5),3*4|1,2*3*4*5|1
13,45,365,0,0,1,(*2),3*4|1,3*4|2
13,46,366,1,0,1,(+1)(*2),3*4|1,1*3*4|2
13,47,368,1,0,1,(+2)(*2),3*4|1,2*3*4|2
13,48,369,2,0,1,(+1  2)(*2),3*4|1,1*2*3*4|2
13,61,446,1,0,1,(+5)(*2),3*4|1,3*4*5|2
13,62,447,2,0,1,(+1  5)(*2),3*4|1,1*3*4*5|2
13,77,608,0,0,1,(*3),3*4|1,3*4|3
13,78,609,1,0,1,(+1)(*3),3*4|1,1*3*4|3
13,79,611,1,0,1,(+2)(*3),3*4|1,2*3*4|3
13,80,612,2,0,1,(+1  2)(*3),3*4|1,1*2*3*4|3
13,93,689,1,0,1,(+5)(*3),3*4|1,3*4*5|3
14,16,125,1,0,0,(+2),1*3*4|1,1*2*3*4|1
14,30,203,1,0,0,(+5),1*3*4|1,1*3*4*5|1
14,32,206,2,0,0,(+2  5),1*3*4|1,1*2*3*4*5|1
14,46,365,0,0,1,(*2),1*3*4|1,1*3*4|2
14,48,368,1,0,1,(+2)(*2),1*3*4|1,1*2*3*4|2
14,62,446,1,0,1,(+5)(*2),1*3*4|1,1*3*4*5|2
14,78,608,0,0,1,(*3),1*3*4|1,1*3*4|3
14,80,611,1,0,1,(+2)(*3),1*3*4|1,1*2*3*4|3
14,93,689,1,0,1,(+5)(*3),1*3*4|1,3*4*5|3
15,16,123,1,0,0,(+1),2*3*4|1,1*2*3*4|1
15,31,203,1,0,0,(+5),2*3*4|1,2*3*4*5|1
15,32,204,2,0,0,(+1  5),2*3*4|1,1*2*3*4*5|1
15,47,365,0,0,1,(*2),2*3*4|1,2*3*4|2
15,48,366,1,0,1,(+1)(*2),2*3*4|1,1*2*3*4|2
15,61,446,1,0,1,(+5)(*2),2*3*4|1,3*4*5|2
15,62,447,2,0,1,(+1  5)(*2),2*3*4|1,1*3*4*5|2
15,79,608,0,0,1,(*3),2*3*4|1,2*3*4|3
15,80,609,1,0,1,(+1)(*3),2*3*4|1,1*2*3*4|3
15,93,690,2,0,1,(+1  5)(*3),2*3*4|1,3*4*5|3
16,32,203,1,0,0,(+5),1*2*3*4|1,1*2*3*4*5|1
16,48,365,0,0,1,(*2),1*2*3*4|1,1*2*3*4|2
16,62,446,1,0,1,(+5)(*2),1*2*3*4|1,1*3*4*5|2
16,80,608,0,0,1,(*3),1*2*3*4|1,1*2*3*4|3
16,93,689,1,0,1,(+5)(*3),1*2*3*4|1,3*4*5|3
17,18,123,1,0,0,(+1),5|1,1*5|1
17,19,125,1,0,0,(+2),5|1,2*5|1
17,20,126,2,0,0,(+1  2),5|1,1*2*5|1
17,21,131,1,0,0,(+3),5|1,3*5|1
17,22,132,2,0,0,(+1  3),5|1,1*3*5|1
17,23,134,2,0,0,(+2  3),5|1,2*3*5|1
17,25,149,1,0,0,(+4),5|1,4*5|1
17,26,150,2,0,0,(+1  4),5|1,1*4*5|1
17,27,152,2,0,0,(+2  4),5|1,2*4*5|1
17,29,158,2,0,0,(+3  4),5|1,3*4*5|1
17,49,365,0,0,1,(*2),5|1,5|2
17,50,366,1,0,1,(+1)(*2),5|1,1*5|2
17,51,368,1,0,1,(+2)(*2),5|1,2*5|2
17,53,374,1,0,1,(+3)(*2),5|1,3*5|2
17,54,375,2,0,1,(+1  3)(*2),5|1,1*3*5|2
17,55,377,2,0,1,(+2  3)(*2),5|1,2*3*5|2
17,57,392,1,0,1,(+4)(*2),5|1,4*5|2
17,58,393,2,0,1,(+1  4)(*2),5|1,1*4*5|2
17,61,401,2,0,1,(+3  4)(*2),5|1,3*4*5|2
17,81,608,0,0,1,(*3),5|1,5|3
17,82,609,1,0,1,(+1)(*3),5|1,1*5|3
17,83,611,1,0,1,(+2)(*3),5|1,2*5|3
17,84,612,2,0,1,(+1  2)(*3),5|1,1*2*5|3
17,85,617,1,0,1,(+3)(*3),5|1,3*5|3
17,86,618,2,0,1,(+1  3)(*3),5|1,1*3*5|3
17,87,620,2,0,1,(+2  3)(*3),5|1,2*3*5|3
17,89,635,1,0,1,(+4)(*3),5|1,4*5|3
17,90,636,2,0,1,(+1  4)(*3),5|1,1*4*5|3
17,91,638,2,0,1,(+2  4)(*3),5|1,2*4*5|3
17,93,644,2,0,1,(+3  4)(*3),5|1,3*4*5|3
18,20,125,1,0,0,(+2),1*5|1,1*2*5|1
18,22,131,1,0,0,(+3),1*5|1,1*3*5|1
18,24,134,2,0,0,(+2  3),1*5|1,1*2*3*5|1
18,26,149,1,0,0,(+4),1*5|1,1*4*5|1
18,28,152,2,0,0,(+2  4),1*5|1,1*2*4*5|1
18,30,158,2,0,0,(+3  4),1*5|1,1*3*4*5|1
18,50,365,0,0,1,(*2),1*5|1,1*5|2
18,54,374,1,0,1,(+3)(*2),1*5|1,1*3*5|2
18,58,392,1,0,1,(+4)(*2),1*5|1,1*4*5|2
18,62,401,2,0,1,(+3  4)(*2),1*5|1,1*3*4*5|2
18,82,608,0,0,1,(*3),1*5|1,1*5|3
18,84,611,1,0,1,(+2)(*3),1*5|1,1*2*5|3
18,86,617,1,0,1,(+3)(*3),1*5|1,1*3*5|3
18,88,620,2,0,1,(+2  3)(*3),1*5|1,1*2*3*5|3
18,90,635,1,0,1,(+4)(*3),1*5|1,1*4*5|3
18,93,644,2,0,1,(+3  4)(*3),1*5|1,3*4*5|3
19,20,123,1,0,0,(+1),2*5|1,1*2*5|1
19,23,131,1,0,0,(+3),2*5|1,2*3*5|1
19,24,132,2,0,0,(+1  3),2*5|1,1*2*3*5|1
19,27,149,1,0,0,(+4),2*5|1,2*4*5|1
19,28,150,2,0,0,(+1  4),2*5|1,1*2*4*5|1
19,31,158,2,0,0,(+3  4),2*5|1,2*3*4*5|1
19,50,366,1,0,1,(+1)(*2),2*5|1,1*5|2
19,51,365,0,0,1,(*2),2*5|1,2*5|2
19,54,375,2,0,1,(+1  3)(*2),2*5|1,1*3*5|2
19,55,374,1,0,1,(+3)(*2),2*5|1,2*3*5|2
19,57,392,1,0,1,(+4)(*2),2*5|1,4*5|2
19,58,393,2,0,1,(+1  4)(*2),2*5|1,1*4*5|2
19,61,401,2,0,1,(+3  4)(*2),2*5|1,3*4*5|2
19,83,608,0,0,1,(*3),2*5|1,2*5|3
19,84,609,1,0,1,(+1)(*3),2*5|1,1*2*5|3
19,87,617,1,0,1,(+3)(*3),2*5|1,2*3*5|3
19,88,618,2,0,1,(+1  3)(*3),2*5|1,1*2*3*5|3
19,90,636,2,0,1,(+1  4)(*3),2*5|1,1*4*5|3
19,91,635,1,0,1,(+4)(*3),2*5|1,2*4*5|3
19,93,644,2,0,1,(+3  4)(*3),2*5|1,3*4*5|3
20,24,131,1,0,0,(+3),1*2*5|1,1*2*3*5|1
20,28,149,1,0,0,(+4),1*2*5|1,1*2*4*5|1
20,32,158,2,0,0,(+3  4),1*2*5|1,1*2*3*4*5|1
20,50,365,0,0,1,(*2),1*2*5|1,1*5|2
20,54,374,1,0,1,(+3)(*2),1*2*5|1,1*3*5|2
20,58,392,1,0,1,(+4)(*2),1*2*5|1,1*4*5|2
20,62,401,2,0,1,(+3  4)(*2),1*2*5|1,1*3*4*5|2
20,84,608,0,0,1,(*3),1*2*5|1,1*2*5|3
20,88,617,1,0,1,(+3)(*3),1*2*5|1,1*2*3*5|3
20,90,635,1,0,1,(+4)(*3),1*2*5|1,1*4*5|3
20,93,644,2,0,1,(+3  4)(*3),1*2*5|1,3*4*5|3
21,22,123,1,0,0,(+1),3*5|1,1*3*5|1
21,23,125,1,0,0,(+2),3*5|1,2*3*5|1
21,24,126,2,0,0,(+1  2),3*5|1,1*2*3*5|1
21,29,149,1,0,0,(+4),3*5|1,3*4*5|1
21,30,150,2,0,0,(+1  4),3*5|1,1*3*4*5|1
21,31,152,2,0,0,(+2  4),3*5|1,2*3*4*5|1
21,53,365,0,0,1,(*2),3*5|1,3*5|2
21,54,366,1,0,1,(+1)(*2),3*5|1,1*3*5|2
21,55,368,1,0,1,(+2)(*2),3*5|1,2*3*5|2
21,61,392,1,0,1,(+4)(*2),3*5|1,3*4*5|2
21,62,393,2,0,1,(+1  4)(*2),3*5|1,1*3*4*5|2
21,85,608,0,0,1,(*3),3*5|1,3*5|3
21,86,609,1,0,1,(+1)(*3),3*5|1,1*3*5|3
21,87,611,1,0,1,(+2)(*3),3*5|1,2*3*5|3
21,88,612,2,0,1,(+1  2)(*3),3*5|1,1*2*3*5|3
21,93,635,1,0,1,(+4)(*3),3*5|1,3*4*5|3
22,24,125,1,0,0,(+2),1*3*5|1,1*2*3*5|1
22,30,149,1,0,0,(+4),1*3*5|1,1*3*4*5|1
22,32,152,2,0,0,(+2  4),1*3*5|1,1*2*3*4*5|1
22,54,365,0,0,1,(*2),1*3*5|1,1*3*5|2
22,62,392,1,0,1,(+4)(*2),1*3*5|1,1*3*4*5|2
22,86,608,0,0,1,(*3),1*3*5|1,1*3*5|3
22,88,611,1,0,1,(+2)(*3),1*3*5|1,1*2*3*5|3
22,93,635,1,0,1,(+4)(*3),1*3*5|1,3*4*5|3
23,24,123,1,0,0,(+1),2*3*5|1,1*2*3*5|1
23,31,149,1,0,0,(+4),2*3*5|1,2*3*4*5|1
23,32,150,2,0,0,(+1  4),2*3*5|1,1*2*3*4*5|1
