s,f,a,add,del,temp,a_str,start,final
1,577,286133,2,0,0,(+7  10),|1,7*10|1
1,641,287591,2,0,0,(+8  10),|1,8*10|1
1,769,291965,2,0,0,(+9  10),|1,9*10|1
1,1025,324770,1,0,0,(+11),|1,11|1
1,1026,324771,2,0,0,(+1  11),|1,1*11|1
1,1027,324773,2,0,0,(+2  11),|1,2*11|1
1,1089,325499,2,0,0,(+7  11),|1,7*11|1
1,1153,326957,2,0,0,(+8  11),|1,8*11|1
1,1281,331331,2,0,0,(+9  11),|1,9*11|1
1,1537,344453,2,0,0,(+10  11),|1,10*11|1
1,2049,442868,1,0,0,(+12),|1,12|1
1,2050,442869,2,0,0,(+1  12),|1,1*12|1
1,2051,442871,2,0,0,(+2  12),|1,2*12|1
1,2053,442877,2,0,0,(+3  12),|1,3*12|1
1,2057,442895,2,0,0,(+4  12),|1,4*12|1
1,2065,442949,2,0,0,(+5  12),|1,5*12|1
1,2081,443111,2,0,0,(+6  12),|1,6*12|1
1,2305,449429,2,0,0,(+9  12),|1,9*12|1
1,3073,501917,2,0,0,(+11  12),|1,11*12|1
2,4,265724,1,0,0,(+2),1|1,1*2|1
2,6,265730,1,0,0,(+3),1|1,1*3|1
2,10,265748,1,0,0,(+4),1|1,1*4|1
2,14,265757,2,0,0,(+3  4),1|1,1*3*4|1
2,18,265802,1,0,0,(+5),1|1,1*5|1
2,20,265805,2,0,0,(+2  5),1|1,1*2*5|1
2,26,265829,2,0,0,(+4  5),1|1,1*4*5|1
2,34,265964,1,0,0,(+6),1|1,1*6|1
2,36,265967,2,0,0,(+2  6),1|1,1*2*6|1
2,38,265973,2,0,0,(+3  6),1|1,1*3*6|1
2,42,265991,2,0,0,(+4  6),1|1,1*4*6|1
2,66,266450,1,0,0,(+7),1|1,1*7|1
2,68,266453,2,0,0,(+2  7),1|1,1*2*7|1
2,70,266459,2,0,0,(+3  7),1|1,1*3*7|1
2,74,266477,2,0,0,(+4  7),1|1,1*4*7|1
2,82,266531,2,0,0,(+5  7),1|1,1*5*7|1
2,98,266693,2,0,0,(+6  7),1|1,1*6*7|1
2,258,272282,1,0,0,(+9),1|1,1*9|1
2,260,272285,2,0,0,(+2  9),1|1,1*2*9|1
2,262,272291,2,0,0,(+3  9),1|1,1*3*9|1
2,266,272309,2,0,0,(+4  9),1|1,1*4*9|1
2,274,272363,2,0,0,(+5  9),1|1,1*5*9|1
2,322,273011,2,0,0,(+7  9),1|1,1*7*9|1
2,514,285404,1,0,0,(+10),1|1,1*10|1
2,516,285407,2,0,0,(+2  10),1|1,1*2*10|1
2,522,285431,2,0,0,(+4  10),1|1,1*4*10|1
2,1026,324770,1,0,0,(+11),1|1,1*11|1
2,1028,324773,2,0,0,(+2  11),1|1,1*2*11|1
2,1090,325499,2,0,0,(+7  11),1|1,1*7*11|1
2,1282,331331,2,0,0,(+9  11),1|1,1*9*11|1
2,2050,442868,1,0,0,(+12),1|1,1*12|1
2,2052,442871,2,0,0,(+2  12),1|1,1*2*12|1
2,2054,442877,2,0,0,(+3  12),1|1,1*3*12|1
2,2058,442895,2,0,0,(+4  12),1|1,1*4*12|1
2,2066,442949,2,0,0,(+5  12),1|1,1*5*12|1
3,4,265722,1,0,0,(+1),2|1,1*2|1
3,5,265730,1,0,0,(+3),2|1,3|1
3,6,265731,2,0,0,(+1  3),2|1,1*3|1
3,9,265748,1,0,0,(+4),2|1,4|1
3,10,265749,2,0,0,(+1  4),2|1,1*4|1
3,13,265757,2,0,0,(+3  4),2|1,3*4|1
3,19,265802,1,0,0,(+5),2|1,2*5|1
3,20,265803,2,0,0,(+1  5),2|1,1*2*5|1
3,25,265829,2,0,0,(+4  5),2|1,4*5|1
3,35,265964,1,0,0,(+6),2|1,2*6|1
3,36,265965,2,0,0,(+1  6),2|1,1*2*6|1
3,37,265973,2,0,0,(+3  6),2|1,3*6|1
3,41,265991,2,0,0,(+4  6),2|1,4*6|1
3,67,266450,1,0,0,(+7),2|1,2*7|1
3,68,266451,2,0,0,(+1  7),2|1,1*2*7|1
3,69,266459,2,0,0,(+3  7),2|1,3*7|1
3,73,266477,2,0,0,(+4  7),2|1,4*7|1
3,81,266531,2,0,0,(+5  7),2|1,5*7|1
3,99,266693,2,0,0,(+6  7),2|1,2*6*7|1
3,131,267908,1,0,0,(+8),2|1,2*8|1
3,133,267917,2,0,0,(+3  8),2|1,3*8|1
3,137,267935,2,0,0,(+4  8),2|1,4*8|1
3,147,267989,2,0,0,(+5  8),2|1,2*5*8|1
3,163,268151,2,0,0,(+6  8),2|1,2*6*8|1
3,259,272282,1,0,0,(+9),2|1,2*9|1
3,260,272283,2,0,0,(+1  9),2|1,1*2*9|1
3,261,272291,2,0,0,(+3  9),2|1,3*9|1
3,265,272309,2,0,0,(+4  9),2|1,4*9|1
3,275,272363,2,0,0,(+5  9),2|1,2*5*9|1
3,323,273011,2,0,0,(+7  9),2|1,2*7*9|1
3,515,285404,1,0,0,(+10),2|1,2*10|1
3,516,285405,2,0,0,(+1  10),2|1,1*2*10|1
3,521,285431,2,0,0,(+4  10),2|1,4*10|1
3,531,285485,2,0,0,(+5  10),2|1,2*5*10|1
3,547,285647,2,0,0,(+6  10),2|1,2*6*10|1
3,579,286133,2,0,0,(+7  10),2|1,2*7*10|1
3,643,287591,2,0,0,(+8  10),2|1,2*8*10|1
3,771,291965,2,0,0,(+9  10),2|1,2*9*10|1
3,1027,324770,1,0,0,(+11),2|1,2*11|1
3,1028,324771,2,0,0,(+1  11),2|1,1*2*11|1
3,1091,325499,2,0,0,(+7  11),2|1,2*7*11|1
3,1155,326957,2,0,0,(+8  11),2|1,2*8*11|1
3,1283,331331,2,0,0,(+9  11),2|1,2*9*11|1
3,1539,344453,2,0,0,(+10  11),2|1,2*10*11|1
3,2051,442868,1,0,0,(+12),2|1,2*12|1
3,2052,442869,2,0,0,(+1  12),2|1,1*2*12|1
3,2053,442877,2,0,0,(+3  12),2|1,3*12|1
3,2057,442895,2,0,0,(+4  12),2|1,4*12|1
3,2067,442949,2,0,0,(+5  12),2|1,2*5*12|1
3,2083,443111,2,0,0,(+6  12),2|1,2*6*12|1
3,2115,443597,2,0,0,(+7  12),2|1,2*7*12|1
4,6,265730,1,0,0,(+3),1*2|1,1*3|1
4,10,265748,1,0,0,(+4),1*2|1,1*4|1
4,14,265757,2,0,0,(+3  4),1*2|1,1*3*4|1
4,20,265802,1,0,0,(+5),1*2|1,1*2*5|1
4,26,265829,2,0,0,(+4  5),1*2|1,1*4*5|1
4,36,265964,1,0,0,(+6),1*2|1,1*2*6|1
4,38,265973,2,0,0,(+3  6),1*2|1,1*3*6|1
4,42,265991,2,0,0,(+4  6),1*2|1,1*4*6|1
4,68,266450,1,0,0,(+7),1*2|1,1*2*7|1
4,70,266459,2,0,0,(+3  7),1*2|1,1*3*7|1
4,74,266477,2,0,0,(+4  7),1*2|1,1*4*7|1
4,82,266531,2,0,0,(+5  7),1*2|1,1*5*7|1
4,100,266693,2,0,0,(+6  7),1*2|1,1*2*6*7|1
4,260,272282,1,0,0,(+9),1*2|1,1*2*9|1
4,262,272291,2,0,0,(+3  9),1*2|1,1*3*9|1
4,266,272309,2,0,0,(+4  9),1*2|1,1*4*9|1
4,274,272363,2,0,0,(+5  9),1*2|1,1*5*9|1
4,324,273011,2,0,0,(+7  9),1*2|1,1*2*7*9|1
4,516,285404,1,0,0,(+10),1*2|1,1*2*10|1
4,522,285431,2,0,0,(+4  10),1*2|1,1*4*10|1
4,1028,324770,1,0,0,(+11),1*2|1,1*2*11|1
4,2052,442868,1,0,0,(+12),1*2|1,1*2*12|1
4,2054,442877,2,0,0,(+3  12),1*2|1,1*3*12|1
4,2058,442895,2,0,0,(+4  12),1*2|1,1*4*12|1
4,2068,442949,2,0,0,(+5  12),1*2|1,1*2*5*12|1
4,2116,443597,2,0,0,(+7  12),1*2|1,1*2*7*12|1
5,6,265722,1,0,0,(+1),3|1,1*3|1
5,13,265748,1,0,0,(+4),3|1,3*4|1
5,14,265749,2,0,0,(+1  4),3|1,1*3*4|1
5,29,265829,2,0,0,(+4  5),3|1,3*4*5|1
5,37,265964,1,0,0,(+6),3|1,3*6|1
5,38,265965,2,0,0,(+1  6),3|1,1*3*6|1
5,45,265991,2,0,0,(+4  6),3|1,3*4*6|1
5,69,266450,1,0,0,(+7),3|1,3*7|1
5,70,266451,2,0,0,(+1  7),3|1,1*3*7|1
5,73,266477,2,0,0,(+4  7),3|1,4*7|1
5,81,266531,2,0,0,(+5  7),3|1,5*7|1
5,101,266693,2,0,0,(+6  7),3|1,3*6*7|1
5,133,267908,1,0,0,(+8),3|1,3*8|1
5,141,267935,2,0,0,(+4  8),3|1,3*4*8|1
5,165,268151,2,0,0,(+6  8),3|1,3*6*8|1
5,261,272282,1,0,0,(+9),3|1,3*9|1
5,262,272283,2,0,0,(+1  9),3|1,1*3*9|1
5,269,272309,2,0,0,(+4  9),3|1,3*4*9|1
5,277,272363,2,0,0,(+5  9),3|1,3*5*9|1
5,325,273011,2,0,0,(+7  9),3|1,3*7*9|1
5,2053,442868,1,0,0,(+12),3|1,3*12|1
5,2054,442869,2,0,0,(+1  12),3|1,1*3*12|1
5,2061,442895,2,0,0,(+4  12),3|1,3*4*12|1
5,2085,443111,2,0,0,(+6  12),3|1,3*6*12|1
6,14,265748,1,0,0,(+4),1*3|1,1*3*4|1
6,30,265829,2,0,0,(+4  5),1*3|1,1*3*4*5|1
6,38,265964,1,0,0,(+6),1*3|1,1*3*6|1
6,46,265991,2,0,0,(+4  6),1*3|1,1*3*4*6|1
6,54,266045,2,0,0,(+5  6),1*3|1,1*3*5*6|1
6,70,266450,1,0,0,(+7),1*3|1,1*3*7|1
6,74,266477,2,0,0,(+4  7),1*3|1,1*4*7|1
6,82,266531,2,0,0,(+5  7),1*3|1,1*5*7|1
6,102,266693,2,0,0,(+6  7),1*3|1,1*3*6*7|1
6,262,272282,1,0,0,(+9),1*3|1,1*3*9|1
6,266,272309,2,0,0,(+4  9),1*3|1,1*4*9|1
6,274,272363,2,0,0,(+5  9),1*3|1,1*5*9|1
6,326,273011,2,0,0,(+7  9),1*3|1,1*3*7*9|1
6,2054,442868,1,0,0,(+12),1*3|1,1*3*12|1
6,2062,442895,2,0,0,(+4  12),1*3|1,1*3*4*12|1
9,10,265722,1,0,0,(+1),4|1,1*4|1
9,13,265730,1,0,0,(+3),4|1,3*4|1
9,14,265731,2,0,0,(+1  3),4|1,1*3*4|1
9,25,265802,1,0,0,(+5),4|1,4*5|1
9,26,265803,2,0,0,(+1  5),4|1,1*4*5|1
9,29,265811,2,0,0,(+3  5),4|1,3*4*5|1
9,41,265964,1,0,0,(+6),4|1,4*6|1
9,42,265965,2,0,0,(+1  6),4|1,1*4*6|1
9,45,265973,2,0,0,(+3  6),4|1,3*4*6|1
9,57,266045,2,0,0,(+5  6),4|1,4*5*6|1
9,73,266450,1,0,0,(+7),4|1,4*7|1
9,74,266451,2,0,0,(+1  7),4|1,1*4*7|1
9,89,266531,2,0,0,(+5  7),4|1,4*5*7|1
9,105,266693,2,0,0,(+6  7),4|1,4*6*7|1
9,137,267908,1,0,0,(+8),4|1,4*8|1
9,141,267917,2,0,0,(+3  8),4|1,3*4*8|1
9,153,267989,2,0,0,(+5  8),4|1,4*5*8|1
9,169,268151,2,0,0,(+6  8),4|1,4*6*8|1
9,265,272282,1,0,0,(+9),4|1,4*9|1
9,266,272283,2,0,0,(+1  9),4|1,1*4*9|1
9,269,272291,2,0,0,(+3  9),4|1,3*4*9|1
9,281,272363,2,0,0,(+5  9),4|1,4*5*9|1
9,329,273011,2,0,0,(+7  9),4|1,4*7*9|1
9,521,285404,1,0,0,(+10),4|1,4*10|1
9,522,285405,2,0,0,(+1  10),4|1,1*4*10|1
9,537,285485,2,0,0,(+5  10),4|1,4*5*10|1
9,553,285647,2,0,0,(+6  10),4|1,4*6*10|1
9,649,287591,2,0,0,(+8  10),4|1,4*8*10|1
9,777,291965,2,0,0,(+9  10),4|1,4*9*10|1
9,2057,442868,1,0,0,(+12),4|1,4*12|1
9,2058,442869,2,0,0,(+1  12),4|1,1*4*12|1
9,2061,442877,2,0,0,(+3  12),4|1,3*4*12|1
9,2073,442949,2,0,0,(+5  12),4|1,4*5*12|1
9,2089,443111,2,0,0,(+6  12),4|1,4*6*12|1
10,14,265730,1,0,0,(+3),1*4|1,1*3*4|1
10,26,265802,1,0,0,(+5),1*4|1,1*4*5|1
10,30,265811,2,0,0,(+3  5),1*4|1,1*3*4*5|1
10,42,265964,1,0,0,(+6),1*4|1,1*4*6|1
10,46,265973,2,0,0,(+3  6),1*4|1,1*3*4*6|1
10,74,266450,1,0,0,(+7),1*4|1,1*4*7|1
10,90,266531,2,0,0,(+5  7),1*4|1,1*4*5*7|1
10,106,266693,2,0,0,(+6  7),1*4|1,1*4*6*7|1
10,266,272282,1,0,0,(+9),1*4|1,1*4*9|1
10,282,272363,2,0,0,(+5  9),1*4|1,1*4*5*9|1
10,330,273011,2,0,0,(+7  9),1*4|1,1*4*7*9|1
10,522,285404,1,0,0,(+10),1*4|1,1*4*10|1
10,2058,442868,1,0,0,(+12),1*4|1,1*4*12|1
10,2062,442877,2,0,0,(+3  12),1*4|1,1*3*4*12|1
10,2074,442949,2,0,0,(+5  12),1*4|1,1*4*5*12|1
13,14,265722,1,0,0,(+1),3*4|1,1*3*4|1
13,29,265802,1,0,0,(+5),3*4|1,3*4*5|1
13,30,265803,2,0,0,(+1  5),3*4|1,1*3*4*5|1
13,45,265964,1,0,0,(+6),3*4|1,3*4*6|1
13,46,265965,2,0,0,(+1  6),3*4|1,1*3*4*6|1
13,61,266045,2,0,0,(+5  6),3*4|1,3*4*5*6|1
13,73,266450,1,0,0,(+7),3*4|1,4*7|1
13,74,266451,2,0,0,(+1  7),3*4|1,1*4*7|1
13,89,266531,2,0,0,(+5  7),3*4|1,4*5*7|1
13,105,266693,2,0,0,(+6  7),3*4|1,4*6*7|1
13,141,267908,1,0,0,(+8),3*4|1,3*4*8|1
13,157,267989,2,0,0,(+5  8),3*4|1,3*4*5*8|1
13,173,268151,2,0,0,(+6  8),3*4|1,3*4*6*8|1
13,266,272283,2,0,0,(+1  9),3*4|1,1*4*9|1
13,269,272282,1,0,0,(+9),3*4|1,3*4*9|1
13,281,272363,2,0,0,(+5  9),3*4|1,4*5*9|1
13,329,273011,2,0,0,(+7  9),3*4|1,4*7*9|1
13,781,291965,2,0,0,(+9  10),3*4|1,3*4*9*10|1
13,2061,442868,1,0,0,(+12),3*4|1,3*4*12|1
13,2062,442869,2,0,0,(+1  12),3*4|1,1*3*4*12|1
13,2077,442949,2,0,0,(+5  12),3*4|1,3*4*5*12|1
13,2093,443111,2,0,0,(+6  12),3*4|1,3*4*6*12|1
14,30,265802,1,0,0,(+5),1*3*4|1,1*3*4*5|1
14,46,265964,1,0,0,(+6),1*3*4|1,1*3*4*6|1
14,74,266450,1,0,0,(+7),1*3*4|1,1*4*7|1
14,90,266531,2,0,0,(+5  7),1*3*4|1,1*4*5*7|1
14,106,266693,2,0,0,(+6  7),1*3*4|1,1*4*6*7|1
14,266,272282,1,0,0,(+9),1*3*4|1,1*4*9|1
14,282,272363,2,0,0,(+5  9),1*3*4|1,1*4*5*9|1
14,330,273011,2,0,0,(+7  9),1*3*4|1,1*4*7*9|1
14,2062,442868,1,0,0,(+12),1*3*4|1,1*3*4*12|1
14,2078,442949,2,0,0,(+5  12),1*3*4|1,1*3*4*5*12|1
17,5,265730,1,0,0,(+3),5|1,3|1
17,6,265731,2,0,0,(+1  3),5|1,1*3|1
17,18,265722,1,0,0,(+1),5|1,1*5|1
17,19,265724,1,0,0,(+2),5|1,2*5|1
17,20,265725,2,0,0,(+1  2),5|1,1*2*5|1
17,25,265748,1,0,0,(+4),5|1,4*5|1
17,26,265749,2,0,0,(+1  4),5|1,1*4*5|1
17,29,265757,2,0,0,(+3  4),5|1,3*4*5|1
17,37,265973,2,0,0,(+3  6),5|1,3*6|1
17,57,265991,2,0,0,(+4  6),5|1,4*5*6|1
17,81,266450,1,0,0,(+7),5|1,5*7|1
17,82,266451,2,0,0,(+1  7),5|1,1*5*7|1
17,89,266477,2,0,0,(+4  7),5|1,4*5*7|1
17,133,267917,2,0,0,(+3  8),5|1,3*8|1
17,145,267908,1,0,0,(+8),5|1,5*8|1
17,147,267911,2,0,0,(+2  8),5|1,2*5*8|1
17,153,267935,2,0,0,(+4  8),5|1,4*5*8|1
17,273,272282,1,0,0,(+9),5|1,5*9|1
17,274,272283,2,0,0,(+1  9),5|1,1*5*9|1
17,275,272285,2,0,0,(+2  9),5|1,2*5*9|1
17,277,272291,2,0,0,(+3  9),5|1,3*5*9|1
17,281,272309,2,0,0,(+4  9),5|1,4*5*9|1
17,337,273011,2,0,0,(+7  9),5|1,5*7*9|1
17,529,285404,1,0,0,(+10),5|1,5*10|1
17,531,285407,2,0,0,(+2  10),5|1,2*5*10|1
17,537,285431,2,0,0,(+4  10),5|1,4*5*10|1
17,593,286133,2,0,0,(+7  10),5|1,5*7*10|1
17,657,287591,2,0,0,(+8  10),5|1,5*8*10|1
17,785,291965,2,0,0,(+9  10),5|1,5*9*10|1
17,2053,442877,2,0,0,(+3  12),5|1,3*12|1
17,2065,442868,1,0,0,(+12),5|1,5*12|1
17,2066,442869,2,0,0,(+1  12),5|1,1*5*12|1
17,2067,442871,2,0,0,(+2  12),5|1,2*5*12|1
17,2073,442895,2,0,0,(+4  12),5|1,4*5*12|1
18,6,265730,1,0,0,(+3),1*5|1,1*3|1
18,20,265724,1,0,0,(+2),1*5|1,1*2*5|1
18,26,265748,1,0,0,(+4),1*5|1,1*4*5|1
18,30,265757,2,0,0,(+3  4),1*5|1,1*3*4*5|1
18,54,265973,2,0,0,(+3  6),1*5|1,1*3*5*6|1
18,82,266450,1,0,0,(+7),1*5|1,1*5*7|1
18,90,266477,2,0,0,(+4  7),1*5|1,1*4*5*7|1
18,274,272282,1,0,0,(+9),1*5|1,1*5*9|1
18,282,272309,2,0,0,(+4  9),1*5|1,1*4*5*9|1
18,338,273011,2,0,0,(+7  9),1*5|1,1*5*7*9|1
18,2054,442877,2,0,0,(+3  12),1*5|1,1*3*12|1
18,2066,442868,1,0,0,(+12),1*5|1,1*5*12|1
18,2068,442871,2,0,0,(+2  12),1*5|1,1*2*5*12|1
18,2074,442895,2,0,0,(+4  12),1*5|1,1*4*5*12|1
19,5,265730,1,0,0,(+3),2*5|1,3|1
19,6,265731,2,0,0,(+1  3),2*5|1,1*3|1
19,20,265722,1,0,0,(+1),2*5|1,1*2*5|1
19,25,265748,1,0,0,(+4),2*5|1,4*5|1
19,26,265749,2,0,0,(+1  4),2*5|1,1*4*5|1
19,29,265757,2,0,0,(+3  4),2*5|1,3*4*5|1
19,37,265973,2,0,0,(+3  6),2*5|1,3*6|1
19,57,265991,2,0,0,(+4  6),2*5|1,4*5*6|1
19,81,266450,1,0,0,(+7),2*5|1,5*7|1
19,82,266451,2,0,0,(+1  7),2*5|1,1*5*7|1
19,89,266477,2,0,0,(+4  7),2*5|1,4*5*7|1
19,133,267917,2,0,0,(+3  8),2*5|1,3*8|1
19,147,267908,1,0,0,(+8),2*5|1,2*5*8|1
19,153,267935,2,0,0,(+4  8),2*5|1,4*5*8|1
19,274,272283,2,0,0,(+1  9),2*5|1,1*5*9|1
19,275,272282,1,0,0,(+9),2*5|1,2*5*9|1
19,277,272291,2,0,0,(+3  9),2*5|1,3*5*9|1
19,281,272309,2,0,0,(+4  9),2*5|1,4*5*9|1
19,337,273011,2,0,0,(+7  9),2*5|1,5*7*9|1
19,531,285404,1,0,0,(+10),2*5|1,2*5*10|1
19,537,285431,2,0,0,(+4  10),2*5|1,4*5*10|1
19,593,286133,2,0,0,(+7  10),2*5|1,5*7*10|1
19,659,287591,2,0,0,(+8  10),2*5|1,2*5*8*10|1
19,787,291965,2,0,0,(+9  10),2*5|1,2*5*9*10|1
19,2053,442877,2,0,0,(+3  12),2*5|1,3*12|1
19,2067,442868,1,0,0,(+12),2*5|1,2*5*12|1
19,2068,442869,2,0,0,(+1  12),2*5|1,1*2*5*12|1
19,2073,442895,2,0,0,(+4  12),2*5|1,4*5*12|1
20,6,265730,1,0,0,(+3),1*2*5|1,1*3|1
20,26,265748,1,0,0,(+4),1*2*5|1,1*4*5|1
20,30,265757,2,0,0,(+3  4),1*2*5|1,1*3*4*5|1
20,54,265973,2,0,0,(+3  6),1*2*5|1,1*3*5*6|1
20,82,266450,1,0,0,(+7),1*2*5|1,1*5*7|1
20,90,266477,2,0,0,(+4  7),1*2*5|1,1*4*5*7|1
20,274,272282,1,0,0,(+9),1*2*5|1,1*5*9|1
20,282,272309,2,0,0,(+4  9),1*2*5|1,1*4*5*9|1
20,338,273011,2,0,0,(+7  9),1*2*5|1,1*5*7*9|1
20,2054,442877,2,0,0,(+3  12),1*2*5|1,1*3*12|1
20,2068,442868,1,0,0,(+12),1*2*5|1,1*2*5*12|1
20,2074,442895,2,0,0,(+4  12),1*2*5|1,1*4*5*12|1
25,26,265722,1,0,0,(+1),4*5|1,1*4*5|1
25,29,265730,1,0,0,(+3),4*5|1,3*4*5|1
25,30,265731,2,0,0,(+1  3),4*5|1,1*3*4*5|1
25,57,265964,1,0,0,(+6),4*5|1,4*5*6|1
25,61,265973,2,0,0,(+3  6),4*5|1,3*4*5*6|1
25,89,266450,1,0,0,(+7),4*5|1,4*5*7|1
25,90,266451,2,0,0,(+1  7),4*5|1,1*4*5*7|1
25,153,267908,1,0,0,(+8),4*5|1,4*5*8|1
25,157,267917,2,0,0,(+3  8),4*5|1,3*4*5*8|1
25,185,268151,2,0,0,(+6  8),4*5|1,4*5*6*8|1
25,281,272282,1,0,0,(+9),4*5|1,4*5*9|1
25,282,272283,2,0,0,(+1  9),4*5|1,1*4*5*9|1
25,345,273011,2,0,0,(+7  9),4*5|1,4*5*7*9|1
25,537,285404,1,0,0,(+10),4*5|1,4*5*10|1
25,569,285647,2,0,0,(+6  10),4*5|1,4*5*6*10|1
25,601,286133,2,0,0,(+7  10),4*5|1,4*5*7*10|1
25,665,287591,2,0,0,(+8  10),4*5|1,4*5*8*10|1
25,793,291965,2,0,0,(+9  10),4*5|1,4*5*9*10|1
25,2073,442868,1,0,0,(+12),4*5|1,4*5*12|1
25,2074,442869,2,0,0,(+1  12),4*5|1,1*4*5*12|1
25,2077,442877,2,0,0,(+3  12),4*5|1,3*4*5*12|1
26,30,265730,1,0,0,(+3),1*4*5|1,1*3*4*5|1
26,90,266450,1,0,0,(+7),1*4*5|1,1*4*5*7|1
26,282,272282,1,0,0,(+9),1*4*5|1,1*4*5*9|1
26,346,273011,2,0,0,(+7  9),1*4*5|1,1*4*5*7*9|1
26,2074,442868,1,0,0,(+12),1*4*5|1,1*4*5*12|1
26,2078,442877,2,0,0,(+3  12),1*4*5|1,1*3*4*5*12|1
29,13,265640,0,1,0,(-5),3*4*5|1,3*4|1
29,14,265641,1,1,0,(+1)(-5),3*4*5|1,1*3*4|1
29,30,265722,1,0,0,(+1),3*4*5|1,1*3*4*5|1
29,45,265883,1,1,0,(+6)(-5),3*4*5|1,3*4*6|1
29,46,265884,2,1,0,(+1  6)(-5),3*4*5|1,1*3*4*6|1
29,61,265964,1,0,0,(+6),3*4*5|1,3*4*5*6|1
29,73,266369,1,1,0,(+7)(-5),3*4*5|1,4*7|1
29,74,266370,2,1,0,(+1  7)(-5),3*4*5|1,1*4*7|1
29,89,266450,1,0,0,(+7),3*4*5|1,4*5*7|1
29,90,266451,2,0,0,(+1  7),3*4*5|1,1*4*5*7|1
29,105,266612,2,1,0,(+6  7)(-5),3*4*5|1,4*6*7|1
29,141,267827,1,1,0,(+8)(-5),3*4*5|1,3*4*8|1
29,157,267908,1,0,0,(+8),3*4*5|1,3*4*5*8|1
29,173,268070,2,1,0,(+6  8)(-5),3*4*5|1,3*4*6*8|1
29,189,268151,2,0,0,(+6  8),3*4*5|1,3*4*5*6*8|1
29,266,272202,2,1,0,(+1  9)(-5),3*4*5|1,1*4*9|1
29,269,272201,1,1,0,(+9)(-5),3*4*5|1,3*4*9|1
29,281,272282,1,0,0,(+9),3*4*5|1,4*5*9|1
29,282,272283,2,0,0,(+1  9),3*4*5|1,1*4*5*9|1
29,329,272930,2,1,0,(+7  9)(-5),3*4*5|1,4*7*9|1
29,345,273011,2,0,0,(+7  9),3*4*5|1,4*5*7*9|1
29,573,285647,2,0,0,(+6  10),3*4*5|1,3*4*5*6*10|1
29,601,286133,2,0,0,(+7  10),3*4*5|1,4*5*7*10|1
29,669,287591,2,0,0,(+8  10),3*4*5|1,3*4*5*8*10|1
29,781,291884,2,1,0,(+9  10)(-5),3*4*5|1,3*4*9*10|1
29,793,291965,2,0,0,(+9  10),3*4*5|1,4*5*9*10|1
29,2061,442787,1,1,0,(+12)(-5),3*4*5|1,3*4*12|1
29,2062,442788,2,1,0,(+1  12)(-5),3*4*5|1,1*3*4*12|1
29,2077,442868,1,0,0,(+12),3*4*5|1,3*4*5*12|1
29,2078,442869,2,0,0,(+1  12),3*4*5|1,1*3*4*5*12|1
29,2093,443030,2,1,0,(+6  12)(-5),3*4*5|1,3*4*6*12|1
30,26,265712,0,1,0,(-3),1*3*4*5|1,1*4*5|1
